2024-05-06 20:49:51 CPU Usage: 18.2% | Memory Usage: 27.06% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
2024-05-06 21:31:03 CPU Usage: 97.1% | Memory Usage: 27.40% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.60%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32MB    39
893a597ee7e4   tripmanagementquery   0.61%     299.4MiB / 1GiB       29.23%    61.7MB / 25.6MB   0B / 33.1MB     63
a590ec851b1e   calculationservice    0.29%     7.488MiB / 1GiB       0.73%     56.7MB / 69.6MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     81.61%    400.4MiB / 1GiB       39.11%    87.5GB / 394MB    270kB / 171MB   53
542de0862de7   gmapsadapter          0.12%     68.42MiB / 1GiB       6.68%     35.6MB / 26.2MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.06%     21.83MiB / 1GiB       2.13%     18.4MB / 3.6MB    0B / 0B         6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.94%    623kB / 714kB     0B / 24MB       40
4b76beba0bca   logstash              0.35%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.4MB     40
9d48986e2e38   kibana                3.26%     485.5MiB / 1GiB       47.41%    17.1MB / 87.3MB   0B / 8.19kB     12
169fc0d27e17   monitor               2.70%     739.6MiB / 2GiB       36.11%    38.6MB / 2.73MB   0B / 37.1MB     18
8e05f3f7005f   elasticsearch         1.21%     1.452GiB / 2GiB       72.59%    87MB / 16.8MB     81.9kB / 53MB   88
8c8b2a42cbcb   mongo                 7.43%     107.8MiB / 1GiB       10.53%    342MB / 87.4GB    41kB / 221MB    23
7cac5634af4e   rabbitmq              2.34%     103.4MiB / 512MiB     20.20%    109MB / 109MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB     38
bad4d64f3501   discoveryservice      0.71%     917.4MiB / 1GiB       89.59%    2.31MB / 1.89MB   0B / 15.5MB     63 | Load Average:  1.98, 1.97, 1.93 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.633/1.813/2.069/0.154 Avg:ms Max:
2024-05-06 21:31:11 CPU Usage: 63.6% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.52%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32MB    39
893a597ee7e4   tripmanagementquery   0.74%     299.4MiB / 1GiB       29.23%    61.8MB / 25.6MB   0B / 33.1MB     63
a590ec851b1e   calculationservice    0.27%     7.5MiB / 1GiB         0.73%     56.7MB / 69.7MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     83.32%    402.4MiB / 1GiB       39.30%    87.6GB / 394MB    270kB / 172MB   53
542de0862de7   gmapsadapter          0.54%     69.07MiB / 1GiB       6.75%     35.7MB / 26.2MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.08%     21.84MiB / 1GiB       2.13%     18.4MB / 3.61MB   0B / 0B         6
9bc901cb6181   userservice           0.10%     1.519GiB / 2GiB       75.94%    623kB / 715kB     0B / 24MB       40
4b76beba0bca   logstash              0.59%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.4MB     40
9d48986e2e38   kibana                3.10%     485.5MiB / 1GiB       47.41%    17.1MB / 87.3MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.20%     739.6MiB / 2GiB       36.11%    38.6MB / 2.73MB   0B / 37.1MB     18
8e05f3f7005f   elasticsearch         0.29%     1.452GiB / 2GiB       72.59%    87.1MB / 16.8MB   81.9kB / 53MB   88
8c8b2a42cbcb   mongo                 10.37%    107.8MiB / 1GiB       10.53%    343MB / 87.6GB    41kB / 221MB    23
7cac5634af4e   rabbitmq              2.76%     103.5MiB / 512MiB     20.22%    110MB / 109MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB     38
bad4d64f3501   discoveryservice      0.53%     917.4MiB / 1GiB       89.59%    2.31MB / 1.89MB   0B / 15.6MB     63 | Load Average:  1.97, 1.97, 1.93 | Process Count: 314 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.738/1.860/2.090/0.122 Avg:ms Max:
2024-05-06 21:31:19 CPU Usage: 82.9% | Memory Usage: 27.42% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.45%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32.1MB    39
893a597ee7e4   tripmanagementquery   0.85%     299.4MiB / 1GiB       29.23%    61.8MB / 25.6MB   0B / 33.2MB       63
a590ec851b1e   calculationservice    0.21%     7.488MiB / 1GiB       0.73%     56.8MB / 69.7MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     83.98%    400.5MiB / 1GiB       39.11%    87.8GB / 395MB    270kB / 172MB     53
542de0862de7   gmapsadapter          0.13%     68.65MiB / 1GiB       6.70%     35.7MB / 26.2MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.05%     21.83MiB / 1GiB       2.13%     18.4MB / 3.61MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.94%    623kB / 715kB     0B / 24.1MB       40
4b76beba0bca   logstash              0.53%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.4MB       40
9d48986e2e38   kibana                3.38%     485.5MiB / 1GiB       47.41%    17.1MB / 87.4MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.22%     739.6MiB / 2GiB       36.11%    38.7MB / 2.74MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.81%     1.452GiB / 2GiB       72.59%    87.1MB / 16.8MB   81.9kB / 53.1MB   88
8c8b2a42cbcb   mongo                 7.57%     107.8MiB / 1GiB       10.53%    343MB / 87.8GB    41kB / 221MB      23
7cac5634af4e   rabbitmq              33.49%    104.1MiB / 512MiB     20.34%    110MB / 109MB     0B / 3.34MB       41
0d83340eb2a1   mysqlserver           0.05%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.74%     917.4MiB / 1GiB       89.59%    2.32MB / 1.89MB   0B / 15.6MB       63 | Load Average:  1.89, 1.95, 1.93 | Process Count: 314 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.279/1.668/1.856/0.201 Avg:ms Max:
2024-05-06 21:31:27 CPU Usage: 65.6% | Memory Usage: 27.42% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.52%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32.1MB    39
893a597ee7e4   tripmanagementquery   0.80%     299.4MiB / 1GiB       29.23%    61.8MB / 25.6MB   0B / 33.2MB       63
a590ec851b1e   calculationservice    0.28%     7.504MiB / 1GiB       0.73%     56.8MB / 69.7MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     84.70%    406MiB / 1GiB         39.65%    88GB / 396MB      270kB / 172MB     53
542de0862de7   gmapsadapter          0.22%     69.16MiB / 1GiB       6.75%     35.7MB / 26.2MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.84MiB / 1GiB       2.13%     18.4MB / 3.61MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.94%    623kB / 715kB     0B / 24.1MB       40
4b76beba0bca   logstash              0.67%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.5MB       40
9d48986e2e38   kibana                3.43%     485.5MiB / 1GiB       47.41%    17.1MB / 87.4MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.20%     739.6MiB / 2GiB       36.11%    38.7MB / 2.74MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.59%     1.452GiB / 2GiB       72.59%    87.2MB / 16.8MB   81.9kB / 53.1MB   88
8c8b2a42cbcb   mongo                 11.90%    108MiB / 1GiB         10.55%    344MB / 87.9GB    41kB / 221MB      23
7cac5634af4e   rabbitmq              3.06%     104MiB / 512MiB       20.32%    110MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.54%     917.4MiB / 1GiB       89.59%    2.32MB / 1.89MB   0B / 15.6MB       63 | Load Average:  2.00, 1.97, 1.93 | Process Count: 314 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.680/1.883/2.088/0.142 Avg:ms Max:
2024-05-06 21:31:35 CPU Usage: 62.9% | Memory Usage: 27.40% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.37%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32.1MB    39
893a597ee7e4   tripmanagementquery   0.64%     299.4MiB / 1GiB       29.23%    61.8MB / 25.7MB   0B / 33.2MB       63
a590ec851b1e   calculationservice    0.21%     7.488MiB / 1GiB       0.73%     56.8MB / 69.8MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     75.84%    400.6MiB / 1GiB       39.12%    88.1GB / 396MB    270kB / 172MB     53
542de0862de7   gmapsadapter          0.12%     68.69MiB / 1GiB       6.71%     35.7MB / 26.2MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.05%     21.83MiB / 1GiB       2.13%     18.4MB / 3.61MB   0B / 0B           6
9bc901cb6181   userservice           0.08%     1.519GiB / 2GiB       75.94%    623kB / 715kB     0B / 24.1MB       40
4b76beba0bca   logstash              0.62%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.5MB       40
9d48986e2e38   kibana                88.46%    485.6MiB / 1GiB       47.42%    17.1MB / 87.5MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.18%     739.6MiB / 2GiB       36.11%    38.7MB / 2.75MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.81%     1.452GiB / 2GiB       72.59%    87.2MB / 16.8MB   81.9kB / 53.1MB   89
8c8b2a42cbcb   mongo                 7.79%     108.1MiB / 1GiB       10.55%    344MB / 88.1GB    41kB / 222MB      23
7cac5634af4e   rabbitmq              1.07%     104MiB / 512MiB       20.32%    110MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.63%     917.4MiB / 1GiB       89.59%    2.32MB / 1.89MB   0B / 15.6MB       63 | Load Average:  1.92, 1.95, 1.93 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.357/1.690/2.041/0.227 Avg:ms Max:
2024-05-06 21:31:43 CPU Usage: 64.7% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.49%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32.1MB    39
893a597ee7e4   tripmanagementquery   0.65%     299.4MiB / 1GiB       29.23%    61.9MB / 25.7MB   0B / 33.2MB       63
a590ec851b1e   calculationservice    0.23%     7.504MiB / 1GiB       0.73%     56.9MB / 69.8MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     81.94%    400.6MiB / 1GiB       39.12%    88.3GB / 397MB    270kB / 172MB     53
542de0862de7   gmapsadapter          0.18%     69.35MiB / 1GiB       6.77%     35.7MB / 26.2MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.08%     21.84MiB / 1GiB       2.13%     18.4MB / 3.61MB   0B / 0B           6
9bc901cb6181   userservice           0.08%     1.519GiB / 2GiB       75.94%    624kB / 715kB     0B / 24.1MB       40
4b76beba0bca   logstash              0.35%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.5MB       40
9d48986e2e38   kibana                3.66%     485.6MiB / 1GiB       47.42%    17.2MB / 87.5MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.18%     739.6MiB / 2GiB       36.11%    38.8MB / 2.75MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.97%     1.452GiB / 2GiB       72.59%    87.3MB / 16.8MB   81.9kB / 53.1MB   89
8c8b2a42cbcb   mongo                 10.83%    107.9MiB / 1GiB       10.54%    345MB / 88.3GB    41kB / 222MB      23
7cac5634af4e   rabbitmq              2.66%     104MiB / 512MiB       20.32%    110MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.52%     917.4MiB / 1GiB       89.59%    2.32MB / 1.89MB   0B / 15.6MB       63 | Load Average:  2.25, 2.02, 1.95 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.253/1.602/1.819/0.210 Avg:ms Max:
2024-05-06 21:31:51 CPU Usage: 61.8% | Memory Usage: 27.45% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.49%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32.2MB    39
893a597ee7e4   tripmanagementquery   0.65%     299.4MiB / 1GiB       29.23%    61.9MB / 25.7MB   0B / 33.2MB       63
a590ec851b1e   calculationservice    0.27%     7.504MiB / 1GiB       0.73%     56.9MB / 69.9MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     83.58%    409.4MiB / 1GiB       39.98%    88.5GB / 397MB    270kB / 172MB     53
542de0862de7   gmapsadapter          0.18%     68.89MiB / 1GiB       6.73%     35.7MB / 26.2MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.10%     21.84MiB / 1GiB       2.13%     18.4MB / 3.61MB   0B / 0B           6
9bc901cb6181   userservice           0.11%     1.519GiB / 2GiB       75.94%    624kB / 715kB     0B / 24.1MB       40
4b76beba0bca   logstash              0.40%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.5MB       40
9d48986e2e38   kibana                2.98%     485.6MiB / 1GiB       47.42%    17.2MB / 87.6MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.15%     739.6MiB / 2GiB       36.11%    38.8MB / 2.75MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.41%     1.452GiB / 2GiB       72.60%    87.3MB / 16.8MB   81.9kB / 53.2MB   89
8c8b2a42cbcb   mongo                 10.67%    108.1MiB / 1GiB       10.56%    345MB / 88.4GB    41kB / 222MB      23
7cac5634af4e   rabbitmq              2.34%     103.5MiB / 512MiB     20.21%    110MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.40%     917.4MiB / 1GiB       89.59%    2.32MB / 1.89MB   0B / 15.6MB       63 | Load Average:  2.15, 2.00, 1.95 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.557/1.757/1.957/0.148 Avg:ms Max:
2024-05-06 21:31:58 CPU Usage: 64.7% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.54%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32.2MB    39
893a597ee7e4   tripmanagementquery   0.75%     299.4MiB / 1GiB       29.24%    61.9MB / 25.7MB   0B / 33.3MB       63
a590ec851b1e   calculationservice    0.28%     7.504MiB / 1GiB       0.73%     56.9MB / 69.9MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     81.04%    400.7MiB / 1GiB       39.14%    88.6GB / 398MB    270kB / 172MB     53
542de0862de7   gmapsadapter          0.13%     69.29MiB / 1GiB       6.77%     35.7MB / 26.2MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.08%     21.84MiB / 1GiB       2.13%     18.5MB / 3.62MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.94%    624kB / 715kB     0B / 24.1MB       40
4b76beba0bca   logstash              0.37%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.5MB       40
9d48986e2e38   kibana                2.86%     485.6MiB / 1GiB       47.42%    17.2MB / 87.6MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.18%     739.6MiB / 2GiB       36.11%    38.9MB / 2.76MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.65%     1.452GiB / 2GiB       72.59%    87.4MB / 16.8MB   81.9kB / 53.2MB   89
8c8b2a42cbcb   mongo                 10.41%    108.2MiB / 1GiB       10.57%    346MB / 88.6GB    41kB / 222MB      23
7cac5634af4e   rabbitmq              3.37%     101.6MiB / 512MiB     19.84%    110MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.05%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.55%     917.4MiB / 1GiB       89.59%    2.32MB / 1.89MB   0B / 15.6MB       63 | Load Average:  2.19, 2.02, 1.95 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.547/1.706/1.967/0.170 Avg:ms Max:
2024-05-06 21:32:06 CPU Usage: 66.7% | Memory Usage: 27.40% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.54%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32.2MB    39
893a597ee7e4   tripmanagementquery   0.82%     299.4MiB / 1GiB       29.24%    61.9MB / 25.7MB   0B / 33.3MB       63
a590ec851b1e   calculationservice    0.27%     7.504MiB / 1GiB       0.73%     57MB / 69.9MB     0B / 0B           7
ee7d2be91e49   tripmanagementcmd     84.41%    400.7MiB / 1GiB       39.13%    88.8GB / 398MB    270kB / 172MB     53
542de0862de7   gmapsadapter          0.20%     68.93MiB / 1GiB       6.73%     35.7MB / 26.3MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.06%     21.83MiB / 1GiB       2.13%     18.5MB / 3.62MB   0B / 0B           6
9bc901cb6181   userservice           0.14%     1.519GiB / 2GiB       75.94%    624kB / 716kB     0B / 24.1MB       40
4b76beba0bca   logstash              0.94%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.5MB       40
9d48986e2e38   kibana                4.29%     485.6MiB / 1GiB       47.42%    17.2MB / 87.7MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.20%     739.6MiB / 2GiB       36.11%    38.9MB / 2.76MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.71%     1.452GiB / 2GiB       72.60%    87.4MB / 16.9MB   81.9kB / 53.2MB   89
8c8b2a42cbcb   mongo                 9.55%     108.1MiB / 1GiB       10.56%    346MB / 88.8GB    41kB / 222MB      23
7cac5634af4e   rabbitmq              1.79%     102MiB / 512MiB       19.92%    110MB / 109MB     0B / 3.34MB       40
